Path,Identifier,Year,Species,Microorganism
/MARISMa/2024/Escherichia/Coli/04b58f01/0_D6,04b58f01,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/052da028-1A/0_B3,052da028-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/05c42e75/0_E6,05c42e75,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/05ddb91e-2A/0_A3,05ddb91e-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/05e82c31/0_E10,05e82c31,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/061aa898/0_A11,061aa898,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/062b25fb/0_B3,062b25fb,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0658e0c6-1E/0_C3,0658e0c6-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/06649d9a-1A/0_C8,06649d9a-1A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/067776b1/0_A6,067776b1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/067776b1/0_A7,067776b1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/067776b1/0_A8,067776b1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/06e657ef-1E/0_F6,06e657ef-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/06f16415/0_C10,06f16415,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/06f93de5/0_D1,06f93de5,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/07577d1a/0_C11,07577d1a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/07d6ec14/0_A2,07d6ec14,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/07f4d16d/0_D7,07f4d16d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/08013d81/0_H9,08013d81,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/080a42fb/0_F10,080a42fb,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/082a86d4/0_C6,082a86d4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/085bbd3b/0_D12,085bbd3b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/085bbd3b/0_E1,085bbd3b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/08a07d08-1A/0_E3,08a07d08-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/08d3a9db-1A/0_B8,08d3a9db-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0909d3b7-1A/0_A7,0909d3b7-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/094bc320/0_E3,094bc320,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0982fa6e/0_D6,0982fa6e,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/09b33445/0_G4,09b33445,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/09b33445/0_G5,09b33445,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/09dc1535/0_B4,09dc1535,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a08bf72-1A/0_D1,0a08bf72-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a0f38bb-1E/0_C3,0a0f38bb-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a1d65fe-1E/0_C10,0a1d65fe-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a23102f-1A/0_F5,0a23102f-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a23102f-1A/0_F6,0a23102f-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0a23102f-1A/0_F7,0a23102f-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0aafa641-1A/0_A11,0aafa641-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0afeb99c-2A/0_D6,0afeb99c-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0b6e6e6f-2A/0_C3,0b6e6e6f-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0b6e6e6f-2A/0_D5,0b6e6e6f-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0b845ef3-1A/0_C1,0b845ef3-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0bcbc4a0/0_C2,0bcbc4a0,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0bff434e/0_E4,0bff434e,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/0c0ca988-1A/0_D4,0c0ca988-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ced46d7-1E/0_C5,0ced46d7-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ced46d7-1E/0_E7,0ced46d7-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0d7e6dfc/0_A6,0d7e6dfc,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0d7e6dfc/0_A7,0d7e6dfc,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0d7e6dfc/0_A8,0d7e6dfc,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0d814ca8-2U/0_A1,0d814ca8-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0d8b4bf1/0_A8,0d8b4bf1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0da797f8/0_A4,0da797f8,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0dd8aebd/0_C4,0dd8aebd,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0e137956-1E/0_B5,0e137956-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0e2a8107/0_C10,0e2a8107,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/0e40f962-1A/0_D11,0e40f962-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0e7a14eb/0_E4,0e7a14eb,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ea8a297/0_B3,0ea8a297,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ed081f0-1E/0_E1,0ed081f0-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ed3cb6b-2E/0_D12,0ed3cb6b-2E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ef63ccf/0_D7,0ef63ccf,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0ef63ccf/0_D8,0ef63ccf,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0f04b4be/0_A8,0f04b4be,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0f04b4be/0_B10,0f04b4be,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0f04b4be/0_B11,0f04b4be,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0f273223/0_A7,0f273223,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/0f9d0275/0_G10,0f9d0275,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0f9d0275/0_G9,0f9d0275,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0fa20cb7/0_D12,0fa20cb7,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0fab7ebf/0_F10,0fab7ebf,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0fab7ebf/0_F11,0fab7ebf,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/0fe14a34-1A/0_C7,0fe14a34-1A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/100c45ea/0_D12,100c45ea,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10395578/0_B12,10395578,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/103fdfc8-1A/0_C5,103fdfc8-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10578d18/0_D2,10578d18,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10743a31/0_A6,10743a31,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/10a8f5d4/0_B10,10a8f5d4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_B6,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_D10,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_D2,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_D7,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_D8,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10c48a88/0_D9,10c48a88,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10dca3a4/0_B2,10dca3a4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/10dca3a4/0_B3,10dca3a4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/111398cf/0_D3,111398cf,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/116eb992-1A/0_A4,116eb992-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/116eb992-1A/0_A5,116eb992-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/11de5774/0_G8,11de5774,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/11de5774/0_G9,11de5774,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/12447c15-1A/0_E3,12447c15-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1273e0f2-1A/0_C5,1273e0f2-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1273e0f2-1A/0_C6,1273e0f2-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/128be98d/0_A11,128be98d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/129281c7/0_A8,129281c7,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1292eea0-1A/0_F1,1292eea0-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/12ba1eb8-2H/0_A6,12ba1eb8-2H,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/12ba1eb8/0_D10,12ba1eb8,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/12ba1eb8/0_D11,12ba1eb8,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/12c934c6/0_B4,12c934c6,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/13e2fac1-2U/0_E5,13e2fac1-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1411ad5d/0_G11,1411ad5d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1411ad5d/0_G12,1411ad5d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1492954c/0_C1,1492954c,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/14ac8f50/0_E11,14ac8f50,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/14ac8f50/0_E12,14ac8f50,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/15488dc6-1E/0_C6,15488dc6-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/16498f83/0_D2,16498f83,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/16498f83/0_D3,16498f83,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/16498f83/0_D4,16498f83,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1661eb8f/0_D12,1661eb8f,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1696ff07-2U/0_A3,1696ff07-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/16dd64d4/0_A6,16dd64d4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/16dea502/0_C5,16dea502,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1769acbc-1A/0_B6,1769acbc-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/17ace1f2/0_A8,17ace1f2,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/182cfb1a/0_F8,182cfb1a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/18c8893d/0_D1,18c8893d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/18e32982/0_F7,18e32982,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/18e32982/0_F8,18e32982,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/18e32982/0_F9,18e32982,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/19a68f30-1A/0_A12,19a68f30-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/19b10fcc/0_A5,19b10fcc,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/19b2a91f/0_D9,19b2a91f,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a12aedc/0_B4,1a12aedc,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a159f2a/0_B1,1a159f2a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a3bde6b/0_F1,1a3bde6b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a3bde6b/0_F2,1a3bde6b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a3bde6b/0_F3,1a3bde6b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1a8c14d4-1A/0_C7,1a8c14d4-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1ad423db/0_C1,1ad423db,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1adaf253/0_C7,1adaf253,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1adaf253/0_C8,1adaf253,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1b6d263d-2A/0_D4,1b6d263d-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1b863628/0_B7,1b863628,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1b9576ef/0_D10,1b9576ef,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1b9576ef/0_D11,1b9576ef,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1bdb72a7-3H/0_E3,1bdb72a7-3H,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1bebb474/0_D4,1bebb474,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1bebb474/0_D5,1bebb474,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1bebb474/0_D6,1bebb474,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1bf7249e-1A/0_D2,1bf7249e-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1c0c3d02/0_B1,1c0c3d02,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1c6e697b-1U/0_F6,1c6e697b-1U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1cae616a/0_E1,1cae616a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1cae616a/0_E2,1cae616a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1cae616a/0_E3,1cae616a,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1cb7de48/0_B4,1cb7de48,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1cf87c80/0_B12,1cf87c80,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d06e0a2-2A/0_A2,1d06e0a2-2A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d1f31c4-1A/0_B1,1d1f31c4-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d27b8b4-1A/0_A12,1d27b8b4-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d6f9db1/0_D10,1d6f9db1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d6f9db1/0_D11,1d6f9db1,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1d818d19-1A/0_C7,1d818d19-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1da39b9d/0_A10,1da39b9d,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1de84b26/0_D12,1de84b26,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e08d536-3A/0_B4,1e08d536-3A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1e3e6664-1A/0_A1,1e3e6664-1A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1e3e6664-1A/0_A2,1e3e6664-1A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1e4d156d-1A/0_A9,1e4d156d-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e4d156d-1A/0_C5,1e4d156d-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e527db8-1A/0_D12,1e527db8-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e527db8-1A/0_E1,1e527db8-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e55980e/0_D7,1e55980e,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e80ef21/0_D1,1e80ef21,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e80ef21/0_D2,1e80ef21,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1e9ef96b/0_A11,1e9ef96b,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1eac99c1/0_E6,1eac99c1,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1eac99c1/0_E7,1eac99c1,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1eac99c1/0_E8,1eac99c1,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/1ec24300-1A/0_E3,1ec24300-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1f1a4d66-2U/0_C2,1f1a4d66-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1f33b118/0_B8,1f33b118,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/1fd4aa15-2U/0_C11,1fd4aa15-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/200371e0/0_D7,200371e0,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/200371e0/0_E4,200371e0,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/203105bd/0_B3,203105bd,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/203105bd/0_B4,203105bd,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/20560cd6-1E/0_D12,20560cd6-1E,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/20eaf93c/0_B3,20eaf93c,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/210210d5-1A/0_C12,210210d5-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/2128d5b4-2U/0_F2,2128d5b4-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/2128d5b4-2U/0_F3,2128d5b4-2U,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/21732ea2/0_A12,21732ea2,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/21732ea2/0_B1,21732ea2,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/21732ea2/0_B2,21732ea2,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/217b13e9-1A/0_B3,217b13e9-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/2201275f/0_F1,2201275f,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/22b4dbac/0_C11,22b4dbac,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/22b4dbac/0_C12,22b4dbac,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/2356ad38-1A/0_A12,2356ad38-1A,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/2377cf57-1A/0_A12,2377cf57-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/23866cf4/0_A8,23866cf4,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/23a1453a-3E/0_G3,23a1453a-3E,2024,Escherichia coli,Escherichia coli ESBL
/MARISMa/2024/Escherichia/Coli/23bccfc3/0_C10,23bccfc3,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/23bccfc3/0_C11,23bccfc3,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/23bccfc3/0_C12,23bccfc3,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/240907e9/0_B7,240907e9,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/2418eef2/0_F1,2418eef2,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/24654213-1A/0_E2,24654213-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/24b042ed-1A/0_B6,24b042ed-1A,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/24b09d0f/0_E1,24b09d0f,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/250151d8/0_E1,250151d8,2024,Escherichia coli,Escherichia coli
/MARISMa/2024/Escherichia/Coli/250151d8/0_E2,250151d8,2024,Escherichia coli,Escherichia coli
